feature,phishing_score,log_prob_phishing,log_prob_normal
저희가 ,9.4906074171336,16.22407669404866,6.73346927691506
희가 ,9.4906074171336,16.22407669404866,6.73346927691506
저희가,9.4906074171336,16.22407669404866,6.73346927691506
희가,9.4906074171336,16.22407669404866,6.73346927691506
 저희가,9.4906074171336,16.22407669404866,6.73346927691506
피해,9.2738201997146,16.22407669404866,6.9502564943340595
 피해,9.2738201997146,16.22407669404866,6.9502564943340595
..,9.197288494881661,16.22407669404866,7.026788199166997
사건,9.17430161905933,16.22407669404866,7.049775074989329
 사건,9.114410654338341,16.22407669404866,7.1096660397103175
인께,8.954089472128452,16.22407669404866,7.269987221920207
해자,8.939492803683489,16.22407669404866,7.28458389036517
인께서,8.939492803683489,16.22407669404866,7.28458389036517
본인께,8.924679912481022,16.22407669404866,7.299396781567638
 본인께,8.924679912481022,16.22407669404866,7.299396781567638
본인께서,8.909644296196621,16.22407669404866,7.314432397852038
금융,8.909644296196621,16.22407669404866,7.314432397852038
 금융,8.847133712858438,16.22407669404937,7.376942981190931
피해자,8.814349265498073,16.22407669404937,7.409727428551296
 피해자,8.814349265498073,16.22407669404937,7.409727428551296
인께서 ,8.745368296718393,16.22407669404937,7.478708397330976
 겁니,8.727353037384018,16.22407669404937,7.496723656665351
겁니,8.727353037384018,16.22407669404937,7.496723656665351
수사,8.709007265101452,16.22407669404937,7.515069428947918
조사,8.709007265101452,16.22407669404937,7.515069428947918
 조사,8.54869681466403,16.22407669404937,7.67537987938534
겁니다,8.526722737801492,16.22407669404937,7.697353956247876
.. ,8.526722737801492,16.22407669404937,7.697353956247876
 겁니다,8.526722737801492,16.22407669404937,7.697353956247876
이제.,8.481270697292297,16.22407669404937,7.742805996757072
되시,8.481270697292297,16.22407669404937,7.742805996757072
... ,8.481270697292297,16.22407669404937,7.742805996757072
 이제.,8.481270697292297,16.22407669404937,7.742805996757072
...,8.481270697292297,16.22407669404937,7.742805996757072
제.,8.481270697292297,16.22407669404937,7.742805996757072
제. ,8.457745735677943,16.22407669404937,7.766330958371427
이제. ,8.457745735677943,16.22407669404937,7.766330958371427
습니까,8.43365398990062,16.22407669404937,7.7904227041487495
장을,8.43365398990062,16.22407669404937,7.7904227041487495
 수사,8.43365398990062,16.22407669404937,7.7904227041487495
"아, ",8.408967473365795,16.22407669404937,7.815109220683574
"아,",8.408967473365795,16.22407669404937,7.815109220683574
장을 ,8.408967473365795,16.22407669404937,7.815109220683574
" 아,",8.408967473365795,16.22407669404937,7.815109220683574
" 아, ",8.408967473365795,16.22407669404937,7.815109220683574
 되시,8.303634728157435,16.22407669404937,7.920441965891934
불법,8.303634728157435,16.22407669404937,7.920441965891934
말씀드,8.275471785463226,16.22407669404937,7.948604908586143
씀드,8.275471785463226,16.22407669404937,7.948604908586143
 말씀드,8.275471785463226,16.22407669404937,7.948604908586143
범죄,8.275471785463226,16.22407669404937,7.948604908586143
 불법,8.246492649515755,16.22407669404937,7.9775840445336135
 아니요,8.246492649515755,16.22407669404937,7.9775840445336135
아니요,8.246492649515755,16.22407669404937,7.9775840445336135
겁니다.,8.246492649515755,16.22407669404937,7.9775840445336135
니요,8.246492649515755,16.22407669404937,7.9775840445336135
0만 ,8.216648596361754,16.22407669404937,8.007428097687615
통장을,8.185886404478424,16.22407669404937,8.038190289570945
통장을 ,8.185886404478424,16.22407669404937,8.038190289570945
장이 ,8.185886404478424,16.22407669404937,8.038190289570945
 녹취,8.185886404478424,16.22407669404937,8.038190289570945
has_threat,8.185886404478424,16.22407669404937,8.038190289570945
녹취,8.185886404478424,16.22407669404937,8.038190289570945
습니까?,8.185886404478424,16.22407669404937,8.038190289570945
 두 ,8.154147783608654,16.224076694049014,8.06992891044036
해자 ,8.121368709948573,16.224076694049014,8.10270798410044
has_authority,8.121368709948573,16.224076694049014,8.10270798410044
피해자 ,8.08747864862961,16.224076694049014,8.136598045419404
 없으시,8.08747864862961,16.224076694049014,8.136598045419404
인의,8.08747864862961,16.224076694049014,8.136598045419404
사건 ,8.08747864862961,16.224076694049014,8.136598045419404
없으시,8.08747864862961,16.224076694049014,8.136598045419404
인의 ,8.08747864862961,16.224076694049014,8.136598045419404
예요 ,8.08747864862961,16.224076694049014,8.136598045419404
 사건 ,8.08747864862961,16.224076694049014,8.136598045419404
 통장을,8.052399639768314,16.224076694049014,8.1716770542807
현장,8.052399639768314,16.224076694049014,8.1716770542807
부분이,8.052399639768314,16.224076694049014,8.1716770542807
 현장,8.052399639768314,16.224076694049014,8.1716770542807
 원 ,8.052399639768314,16.224076694049014,8.1716770542807
