feature,phishing_score,log_prob_phishing,log_prob_normal
저소득,1.1894983413618938,9.829054912298812,8.639556570936918
저소득·,1.1894983413618938,9.829054912298812,8.639556570936918
계비대출,1.1894983413618938,9.829054912298812,8.639556570936918
계비대,1.1894983413618938,9.829054912298812,8.639556570936918
스타,1.1894983413618938,9.829054912298812,8.639556570936918
생계비대,1.1894983413618938,9.829054912298812,8.639556570936918
주는,1.1894983413618938,9.829054912298812,8.639556570936918
스크하,1.1894983413618938,9.829054912298812,8.639556570936918
되셨습,1.1894983413618938,9.829054912298812,8.639556570936918
되셨습니,1.1894983413618938,9.829054912298812,8.639556570936918
스크,1.1894983413618938,9.829054912298812,8.639556570936918
서.,1.1894983413618938,9.829054912298812,8.639556570936918
서..,1.1894983413618938,9.829054912298812,8.639556570936918
-6,1.1894983413618938,9.829054912298812,8.639556570936918
서...,1.1894983413618938,9.829054912298812,8.639556570936918
다.) ,1.1894983413618938,9.829054912298812,8.639556570936918
서가,1.1894983413618938,9.829054912298812,8.639556570936918
서가 ,1.1894983413618938,9.829054912298812,8.639556570936918
독제,1.1894983413618938,9.829054912298812,8.639556570936918
저소,1.1894983413618938,9.829054912298812,8.639556570936918
업일 ,1.1894983413618938,9.829054912298812,8.639556570936918
업일,1.1894983413618938,9.829054912298812,8.639556570936918
 싸게 ,1.1894983413618938,9.829054912298812,8.639556570936918
 싸게,1.1894983413618938,9.829054912298812,8.639556570936918
 싸,1.1894983413618938,9.829054912298812,8.639556570936918
